Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
United States,1 to 2 years,Web developer,JavaScript,9e4
United States,1 to 2 years,Web developer,C#; SQL,NA
Romania,1 to 2 years,Web developer,JavaScript,NA
India,1 to 2 years,NA,JavaScript,NA
Canada,1 to 2 years,NA,JavaScript; Ruby,NA
Bangladesh,1 to 2 years,Mobile developer; Quality assurance engineer,Java; Python; Swift,3035
United States,1 to 2 years,NA,JavaScript; Ruby; SQL,NA
Canada,1 to 2 years,Web developer; Database administrator,Java; JavaScript; PHP; SQL; VBA,27272.7272727273
United Kingdom,1 to 2 years,NA,Java; JavaScript,NA
United States,1 to 2 years,NA,R,NA
United States,1 to 2 years,NA,JavaScript; Ruby; SQL,NA
United Kingdom,1 to 2 years,Web developer,JavaScript; PHP; SQL,37500
United States,1 to 2 years,Other,C++; C#; SQL; VBA,NA
United Kingdom,1 to 2 years,NA,JavaScript,NA
United States,1 to 2 years,Web developer; Mobile developer,CoffeeScript; JavaScript; Objective-C; Ruby; SQL,NA
India,1 to 2 years,Web developer,JavaScript; PHP,124.798120687124
Canada,1 to 2 years,NA,Haskell; Java; JavaScript; Matlab; Perl; PHP; Python; SQL,NA
United Kingdom,1 to 2 years,Web developer; Systems administrator,Java; JavaScript; PHP; Python; SQL,3e4
India,1 to 2 years,NA,Python; Ruby; Visual Basic 6,NA
Dominican Republic,1 to 2 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,NA
United States,1 to 2 years,NA,JavaScript,NA
United States,1 to 2 years,Web developer,JavaScript; Python; SQL,NA
Spain,1 to 2 years,Web developer; Mobile developer,Java; JavaScript,17741.935483871
United States,1 to 2 years,NA,Java; JavaScript; Python; SQL,NA
United States,1 to 2 years,Web developer; Database administrator,C#; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,NA
United States,1 to 2 years,NA,Java; Python; SQL; VB.NET; VBA,NA
Ireland,1 to 2 years,NA,Clojure; Java; Python,NA
Ukraine,1 to 2 years,Web developer,C#; F#; JavaScript; SQL; TypeScript,12.962962962963
Brazil,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,Web developer; Embedded applications/devices developer,C; C++; JavaScript; Python,30303.0303030303
Nigeria,1 to 2 years,NA,Java; JavaScript; Python,NA
United States,1 to 2 years,Web developer; DevOps specialist,JavaScript,NA
Colombia,1 to 2 years,Web developer; Data scientist; Desktop applications developer; Database administrator; Systems administrator,JavaScript; PHP; SQL,7730
France,1 to 2 years,NA,JavaScript; TypeScript,NA
United States,1 to 2 years,Web developer,Go; JavaScript; PHP; Python; Ruby; SQL,NA
United Kingdom,1 to 2 years,Desktop applications developer,C#; SQL; VB.NET,32031.25
United Kingdom,1 to 2 years,Web developer,C#; JavaScript; SQL,23750
United States,1 to 2 years,Web developer,C#; JavaScript; SQL; VB.NET,6e4
India,1 to 2 years,Web developer,C#; JavaScript; Ruby,2642.78373219792
United States,1 to 2 years,Web developer,JavaScript; PHP; SQL; Visual Basic 6,NA
Romania,1 to 2 years,NA,C++; C#; Java; JavaScript; Lua; Swift,NA
Sweden,1 to 2 years,NA,R,NA
United States,1 to 2 years,NA,Java; Matlab; Python,NA
Iran,1 to 2 years,Web developer; Data scientist,C#; JavaScript; SQL; TypeScript,NA
Malaysia,1 to 2 years,Web developer,Ruby; Scala; SQL,10762.331838565
United States,1 to 2 years,Web developer,JavaScript; Ruby,NA
United States,1 to 2 years,NA,JavaScript; Ruby,NA
United States,1 to 2 years,Web developer,JavaScript; PHP; Python; Ruby; SQL,4e4
Canada,1 to 2 years,Web developer; Systems administrator,Java; JavaScript; PHP; SQL,NA
United States,1 to 2 years,Web developer; Mobile developer,C#; Java; Objective-C; SQL,34e3
Afghanistan,1 to 2 years,NA,NA,NA
Albania,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer; Mobile developer,NA,NA
India,1 to 2 years,Web developer; Mobile developer; Embedded applications/devices developer; Database administrator; DevOps specialist; Quality assurance engineer,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,C++; JavaScript; TypeScript,NA
Myanmar,1 to 2 years,Web developer,PHP,NA
India,1 to 2 years,NA,NA,NA
Nepal,1 to 2 years,Web developer; Graphics programming; Graphic designer,C; C++; PHP; SQL; TypeScript,3e4
United States,1 to 2 years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,C++; JavaScript; PHP; SQL,NA
Italy,1 to 2 years,Web developer,C; C#; JavaScript; Python; SQL,21505.376344086
India,1 to 2 years,NA,Java; SQL,NA
Slovak Republic,1 to 2 years,Web developer; Developer with a statistics or mathematics background; Systems administrator,C; Python,5376.34408602151
Russian Federation,1 to 2 years,NA,JavaScript; Python; SQL,NA
India,1 to 2 years,Web developer; Desktop applications developer,C#; JavaScript; SQL; VB.NET; VBA; Visual Basic 6,163134.796652474
India,1 to 2 years,Web developer,JavaScript; SQL,NA
Pakistan,1 to 2 years,Web developer; Desktop applications developer; Database administrator,Assembly; C; C++; C#; Java; JavaScript; PHP; SQL,NA
Uzbekistan,1 to 2 years,Mobile developer,Java,NA
India,1 to 2 years,Web developer,NA,4404.63955366319
India,1 to 2 years,Web developer,CoffeeScript; JavaScript; PHP; Ruby; SQL,NA
United Arab Emirates,1 to 2 years,NA,C#; PHP; SQL; VB.NET,NA
India,1 to 2 years,Web developer; Quality assurance engineer,C; C++; C#; Java; JavaScript; Matlab; PHP; SQL; VB.NET; Visual Basic 6,NA
India,1 to 2 years,Web developer,JavaScript; PHP,NA
Spain,1 to 2 years,Mobile developer,C#; Java; JavaScript; Lua; Objective-C; PHP; Python; SQL; VB.NET; VBA; Visual Basic 6,18817.2043010753
Sweden,1 to 2 years,NA,JavaScript; Python; R; SQL; VBA,NA
India,1 to 2 years,NA,JavaScript; PHP; SQL,NA
Slovenia,1 to 2 years,Web developer; Mobile developer; Machine learning specialist; Desktop applications developer,Java; JavaScript; Objective-C; Python; Swift,NA
United Kingdom,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Desktop applications developer,NA,NA
India,2 to 3 years,Web developer; Database administrator,NA,NA
Finland,2 to 3 years,NA,NA,NA
Sri Lanka,2 to 3 years,Web developer,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Netherlands,2 to 3 years,NA,NA,NA
Sweden,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Taiwan,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Belgium,2 to 3 years,NA,NA,NA
Algeria,2 to 3 years,NA,Java,NA
India,2 to 3 years,NA,NA,NA
Norway,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Quality assurance engineer,NA,3171.3404786375
Nigeria,2 to 3 years,Web developer; Data scientist,NA,NA
Indonesia,2 to 3 years,Mobile developer,NA,NA
South Korea,2 to 3 years,NA,NA,NA
India,2 to 3 years,Data scientist; Desktop applications developer; Database administrator,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,C++; Python,NA
Indonesia,2 to 3 years,NA,NA,NA
Hungary,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Mobile developer; Quality assurance engineer,NA,NA
India,2 to 3 years,Web developer,NA,NA
Switzerland,2 to 3 years,NA,NA,NA
France,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Ireland,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,Web developer,NA,700
Egypt,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Greece,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
India,2 to 3 years,Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
United States,2 to 3 years,Mobile developer,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
Qatar,2 to 3 years,Web developer; Mobile developer; Data scientist; Desktop applications developer; Database administrator; Other,C; C#; SQL,NA
Israel,2 to 3 years,Mobile developer,NA,NA
Denmark,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
United Arab Emirates,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,Java; JavaScript; PHP; SQL,NA
India,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,Web developer,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
France,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
China,2 to 3 years,NA,NA,NA
Italy,2 to 3 years,NA,NA,NA
Australia,2 to 3 years,Web developer,NA,51136.3636363636
United Kingdom,2 to 3 years,NA,NA,NA
India,2 to 3 years,Desktop applications developer,NA,NA
Spain,2 to 3 years,Web developer,NA,37634.4086021505
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Egypt,2 to 3 years,NA,NA,NA
Slovenia,2 to 3 years,NA,NA,NA
Netherlands,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Quality assurance engineer,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,Web developer,C; C++; JavaScript; PHP,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,Systems administrator,NA,NA
Germany,2 to 3 years,NA,NA,NA
Egypt,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
Romania,2 to 3 years,NA,NA,NA
Uruguay,2 to 3 years,NA,NA,NA
Spain,2 to 3 years,NA,NA,NA
China,2 to 3 years,Web developer,NA,NA
Netherlands,2 to 3 years,Web developer,NA,NA
Philippines,2 to 3 years,Web developer,C#; JavaScript; PHP,NA
United Kingdom,2 to 3 years,NA,NA,NA
Czech Republic,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Norway,2 to 3 years,NA,NA,NA
Israel,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
I prefer not to say,2 to 3 years,NA,NA,NA
Bangladesh,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Web developer; Database administrator; Systems administrator; DevOps specialist,NA,NA
France,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Belarus,2 to 3 years,Mobile developer,NA,NA
Germany,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Embedded applications/devices developer,NA,NA
India,2 to 3 years,NA,NA,NA
Australia,2 to 3 years,NA,NA,NA
Greece,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Desktop applications developer,NA,NA
India,2 to 3 years,NA,NA,NA
Bangladesh,2 to 3 years,Web developer; Database administrator,NA,NA
Venezuela,2 to 3 years,NA,NA,NA
I prefer not to say,2 to 3 years,Web developer,NA,NA
Germany,2 to 3 years,NA,NA,NA
India,2 to 3 years,Developer with a statistics or mathematics background,NA,NA
Armenia,2 to 3 years,NA,NA,NA
Austria,2 to 3 years,Machine learning specialist; Desktop applications developer,NA,NA
Russian Federation,2 to 3 years,NA,NA,NA
Turkey,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Desktop applications developer,NA,NA
Indonesia,2 to 3 years,Web developer,NA,NA
Serbia,2 to 3 years,Web developer; Graphic designer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Database administrator,NA,NA
Georgia,2 to 3 years,NA,NA,NA
Sweden,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Brazil,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Developer with a statistics or mathematics background,NA,NA
United States,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Mobile developer,NA,NA
France,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer,NA,NA
Ukraine,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Lithuania,2 to 3 years,NA,NA,NA
Israel,2 to 3 years,NA,NA,NA
Lithuania,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Denmark,2 to 3 years,NA,NA,NA
India,2 to 3 years,Mobile developer,NA,5138.74614594039
Japan,2 to 3 years,NA,NA,NA
France,2 to 3 years,NA,NA,NA
Sri Lanka,2 to 3 years,Web developer; Data scientist; Database administrator,NA,NA
Senegal,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
South Africa,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
Denmark,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Mobile developer,NA,NA
Canada,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,Mobile developer,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
South Korea,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Sri Lanka,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,1761.85582146528
Mexico,2 to 3 years,NA,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Hungary,2 to 3 years,NA,NA,NA
Somalia,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Graphic designer; Database administrator; Systems administrator,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Afghanistan,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,Developer with a statistics or mathematics background,NA,NA
United States,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,Web developer,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
India,2 to 3 years,Database administrator; Quality assurance engineer,NA,NA
Austria,2 to 3 years,NA,NA,NA
Albania,2 to 3 years,DevOps specialist,NA,80.6686046511628
India,2 to 3 years,NA,NA,NA
Ireland,2 to 3 years,Web developer,NA,NA
Czech Republic,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
Iran,2 to 3 years,Web developer; Database administrator,NA,NA
France,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,NA,NA
Switzerland,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Embedded applications/devices developer,NA,NA
Czech Republic,2 to 3 years,Web developer; Mobile developer; Graphics programming,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Spain,2 to 3 years,NA,NA,NA
Slovenia,2 to 3 years,NA,NA,NA
Bulgaria,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Database administrator,JavaScript; PHP; Python; SQL; VB.NET,NA
Portugal,2 to 3 years,NA,Assembly; C,NA
United Kingdom,2 to 3 years,NA,NA,NA
Israel,2 to 3 years,Data scientist,NA,NA
Germany,2 to 3 years,NA,NA,NA
Chile,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
Germany,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
Russian Federation,2 to 3 years,NA,NA,NA
China,2 to 3 years,NA,NA,NA
Ireland,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
Malaysia,2 to 3 years,Web developer,NA,NA
Netherlands,2 to 3 years,Web developer,NA,NA
Israel,2 to 3 years,NA,NA,NA
Thailand,2 to 3 years,NA,NA,NA
I prefer not to say,2 to 3 years,NA,NA,NA
India,2 to 3 years,Mobile developer,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Graphics programming; Graphic designer,NA,NA
Germany,2 to 3 years,NA,NA,NA
Ireland,2 to 3 years,Mobile developer; Desktop applications developer,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,Web developer,Java; JavaScript; Scala; SQL,NA
Germany,2 to 3 years,NA,NA,NA
I prefer not to say,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,Web developer,NA,NA
Australia,2 to 3 years,NA,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,Quality assurance engineer,NA,NA
Hungary,2 to 3 years,Web developer; Desktop applications developer; Database administrator,NA,NA
Iran,2 to 3 years,Web developer; Mobile developer; Embedded applications/devices developer; DevOps specialist,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Database administrator,NA,NA
Switzerland,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
South Africa,2 to 3 years,NA,NA,NA
Australia,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Switzerland,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Desktop applications developer; Quality assurance engineer,NA,NA
Germany,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Mobile developer; Systems administrator; Quality assurance engineer,NA,NA
Albania,2 to 3 years,Web developer,NA,8602.15053763441
United States,2 to 3 years,Desktop applications developer,NA,5e4
India,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
Greece,2 to 3 years,Web developer; Database administrator,NA,NA
United States,2 to 3 years,NA,NA,NA
Serbia,2 to 3 years,Web developer; Mobile developer; Embedded applications/devices developer,NA,NA
Sri Lanka,2 to 3 years,NA,NA,NA
Russian Federation,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Argentina,2 to 3 years,Web developer,NA,NA
Ghana,2 to 3 years,NA,NA,NA
France,2 to 3 years,NA,NA,NA
Spain,2 to 3 years,Web developer,NA,NA
Aland Islands,2 to 3 years,NA,NA,NA
Jordan,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
Iceland,2 to 3 years,NA,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
Aland Islands,2 to 3 years,DevOps specialist,NA,NA
United States,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Austria,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Web developer; Graphic designer; Database administrator; Systems administrator,NA,26250
Latvia,2 to 3 years,NA,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
Argentina,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Cuba,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Turkey,2 to 3 years,Web developer; Mobile developer,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
Romania,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Web developer,NA,31250
Germany,2 to 3 years,Mobile developer; Graphics programming,NA,NA
Ukraine,2 to 3 years,Web developer; Developer with a statistics or mathematics background,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
France,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,Web developer,NA,NA
Romania,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Algeria,2 to 3 years,Data scientist,NA,NA
Saudi Arabia,2 to 3 years,Machine learning specialist; Desktop applications developer; Systems administrator; Other,NA,NA
Slovenia,2 to 3 years,NA,NA,NA
Serbia,2 to 3 years,Web developer,NA,1290.32258064516
U.S. Minor Outlying Islands,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,Embedded applications/devices developer,NA,NA
Canada,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Mobile developer; Data scientist; Graphic designer; Database administrator,NA,NA
India,2 to 3 years,NA,NA,NA
Italy,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Romania,2 to 3 years,NA,NA,NA
Philippines,2 to 3 years,NA,NA,NA
Brazil,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Desktop applications developer,NA,NA
Hungary,2 to 3 years,Web developer; Embedded applications/devices developer; Desktop applications developer; Systems administrator,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Desktop applications developer,NA,NA
United States,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Israel,2 to 3 years,Web developer,NA,NA
Germany,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Iran,2 to 3 years,Web developer; Graphics programming; Database administrator,NA,NA
Germany,2 to 3 years,Web developer; Desktop applications developer,NA,NA
United Arab Emirates,2 to 3 years,Desktop applications developer,NA,NA
United States,2 to 3 years,Web developer,NA,78e3
India,2 to 3 years,NA,NA,NA
Argentina,2 to 3 years,NA,NA,NA
Russian Federation,2 to 3 years,NA,NA,NA
India,2 to 3 years,Mobile developer,NA,NA
India,2 to 3 years,Mobile developer,NA,NA
Russian Federation,2 to 3 years,NA,NA,NA
Malaysia,2 to 3 years,NA,NA,NA
Afghanistan,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Czech Republic,2 to 3 years,NA,NA,NA
United States,2 to 3 years,Web developer; Desktop applications developer; Database administrator,NA,75e3
Ukraine,2 to 3 years,Web developer,NA,NA
Portugal,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Pakistan,2 to 3 years,Web developer; Desktop applications developer,C++; C#; SQL,362.595419847328
Brunei Darussalam,2 to 3 years,NA,NA,NA
Turkey,2 to 3 years,Mobile developer,NA,NA
Poland,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
Romania,2 to 3 years,NA,NA,NA
Spain,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Netherlands,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Mobile developer,NA,NA
Slovak Republic,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
India,2 to 3 years,Data scientist,NA,NA
Indonesia,2 to 3 years,NA,NA,NA
Netherlands,2 to 3 years,NA,NA,NA
Virgin Islands (British),2 to 3 years,NA,NA,NA
Virgin Islands (USA),2 to 3 years,NA,NA,NA
Indonesia,2 to 3 years,Mobile developer,NA,NA
United States,2 to 3 years,Web developer,NA,NA
Jordan,2 to 3 years,NA,NA,NA
Cambodia,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Croatia,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Ecuador,2 to 3 years,NA,NA,NA
Morocco,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Italy,2 to 3 years,NA,NA,NA
Singapore,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Systems administrator; DevOps specialist,JavaScript,NA
Bangladesh,2 to 3 years,NA,NA,NA
Romania,2 to 3 years,NA,NA,NA
Italy,2 to 3 years,NA,NA,NA
Estonia,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,Web developer; Graphic designer,NA,NA
Morocco,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Philippines,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
Hong Kong,2 to 3 years,Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
Japan,2 to 3 years,NA,NA,NA
Canada,2 to 3 years,NA,NA,NA
Kuwait,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
New Caledonia (French),2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer,NA,NA
South Africa,2 to 3 years,Web developer; Database administrator,NA,NA
United States,2 to 3 years,DevOps specialist,NA,NA
Netherlands,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Pakistan,2 to 3 years,NA,NA,NA
France,2 to 3 years,NA,NA,NA
Netherlands,2 to 3 years,NA,NA,NA
Zimbabwe,2 to 3 years,NA,NA,NA
Argentina,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,Web developer,NA,NA
Switzerland,2 to 3 years,NA,NA,NA
Czech Republic,2 to 3 years,NA,NA,NA
Argentina,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
Nepal,2 to 3 years,NA,NA,NA
Poland,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Cyprus,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,NA,NA,NA
Vietnam,2 to 3 years,Web developer,NA,NA
China,2 to 3 years,Mobile developer; Data scientist,NA,NA
United States,2 to 3 years,Mobile developer,NA,NA
Spain,2 to 3 years,Web developer; Mobile developer; Desktop applications developer; Database administrator; Systems administrator,NA,NA
United States,2 to 3 years,NA,NA,NA
Slovak Republic,2 to 3 years,NA,NA,NA
Georgia,2 to 3 years,NA,NA,NA
United Kingdom,2 to 3 years,Web developer,NA,NA
India,2 to 3 years,NA,NA,NA
India,2 to 3 years,NA,NA,NA
Ukraine,2 to 3 years,NA,NA,NA
Iran,2 to 3 years,NA,NA,NA
Bulgaria,2 to 3 years,NA,NA,NA
India,2 to 3 years,Web developer; Other,NA,NA
India,2 to 3 years,Web developer,NA,NA
United States,2 to 3 years,NA,NA,NA
Germany,2 to 3 years,NA,NA,NA
United States,2 to 3 years,NA,NA,NA
South Africa,2 to 3 years,Web developer; Database administrator; Systems administrator,NA,NA
Albania,2 to 3 years,Developer with a statistics or mathematics background,NA,NA
